Edad,Estrato,Carrera,Genero,Coctel_ID,Calificacion
26,3,ingenieria,masculino,12672,5
23,2,medicina,masculino,14610,4
28,2,administracion,femenino,11476,4
27,6,ingenieria,masculino,16951,4
18,5,sistemas,femenino,11129,5
24,4,diseño,masculino,13206,4
29,5,arquitectura,masculino,12188,5
30,4,diseño,femenino,13332,1
23,1,diseño,masculino,17839,5
19,5,arquitectura,femenino,14157,5
28,5,medicina,masculino,17253,5
19,2,derecho,masculino,11798,1
30,3,derecho,masculino,14157,3
22,2,medicina,masculino,17825,5
30,6,diseño,masculino,13058,4
19,6,arquitectura,femenino,12768,2
29,6,arquitectura,femenino,16275,3
24,3,sistemas,femenino,11419,3
22,4,administracion,masculino,15006,1
30,1,arquitectura,masculino,178357,4
24,2,arquitectura,femenino,13190,4
20,1,diseño,masculino,11023,3
24,5,arquitectura,masculino,11410,2
29,3,administracion,masculino,178367,3
30,6,medicina,masculino,178347,5
24,4,ingenieria,masculino,15841,4
20,5,diseño,femenino,178343,2
24,3,diseño,femenino,15941,4
29,5,sistemas,femenino,11255,4
18,1,sistemas,femenino,178354,1
28,3,administracion,femenino,12726,5
24,3,diseño,femenino,11418,3
21,3,ingenieria,femenino,11255,4
27,5,diseño,femenino,14087,3
18,6,administracion,masculino,17829,4
24,1,arquitectura,masculino,12618,2
23,6,administracion,femenino,11422,5
28,1,sistemas,masculino,11542,5
28,6,derecho,femenino,14482,4
18,2,diseño,masculino,17213,3
18,1,sistemas,femenino,15743,4
28,3,ingenieria,femenino,15106,1
22,5,ingenieria,masculino,15801,3
18,3,diseño,femenino,15941,5
29,4,derecho,masculino,178338,1
21,1,diseño,masculino,178310,1
25,1,administracion,masculino,11003,3
24,2,sistemas,masculino,17212,5
18,5,sistemas,femenino,12758,4
18,5,diseño,femenino,14610,5
21,5,medicina,masculino,11390,3
22,2,arquitectura,masculino,178323,4
24,4,administracion,femenino,11872,4
19,2,diseño,femenino,16158,4
22,5,sistemas,masculino,17192,4
18,6,ingenieria,femenino,15801,5
25,6,diseño,femenino,178348,4
24,4,derecho,femenino,11420,1
25,1,derecho,femenino,178366,4
18,6,diseño,femenino,12087,3
23,1,arquitectura,masculino,12706,5
23,5,administracion,femenino,13196,5
22,5,derecho,masculino,13190,4
19,3,administracion,masculino,17215,5
26,5,derecho,masculino,12420,5
26,5,sistemas,masculino,11728,5
26,5,sistemas,masculino,12196,5
28,1,arquitectura,masculino,17015,4
22,5,diseño,masculino,16963,5
22,6,administracion,masculino,11965,3
20,1,arquitectura,femenino,11006,1
29,4,derecho,femenino,11844,4
24,1,arquitectura,masculino,178327,4
20,5,arquitectura,masculino,13024,4
18,2,medicina,masculino,178365,4
29,1,medicina,femenino,15933,1
21,4,ingenieria,masculino,13056,4
26,2,arquitectura,masculino,11936,5
25,5,sistemas,masculino,11375,2
19,1,derecho,masculino,12776,4
20,6,ingenieria,masculino,11242,4
30,1,diseño,femenino,16951,3
28,6,ingenieria,masculino,12772,1
19,1,diseño,femenino,12954,4
21,2,medicina,femenino,17833,5
25,6,ingenieria,femenino,13206,1
23,1,arquitectura,masculino,178335,5
27,1,ingenieria,masculino,12452,5
27,6,arquitectura,femenino,13196,5
28,2,administracion,masculino,11001,4
28,6,sistemas,femenino,11959,3
29,3,medicina,masculino,14888,4
19,1,sistemas,masculino,178322,2
21,2,diseño,masculino,178371,2
29,6,medicina,femenino,178316,3
21,4,administracion,femenino,17015,4
27,6,ingenieria,femenino,12618,4
29,2,arquitectura,femenino,17839,1
21,6,ingenieria,femenino,13535,5
23,2,medicina,masculino,15825,5
18,3,diseño,masculino,11060,5
28,3,sistemas,femenino,11369,4
18,1,derecho,femenino,15266,4
25,3,arquitectura,femenino,11433,2
26,2,sistemas,masculino,15226,4
20,1,ingenieria,femenino,11728,2
19,6,medicina,femenino,12672,1
19,2,medicina,femenino,12784,2
29,1,arquitectura,masculino,15825,3
19,3,derecho,femenino,14956,4
28,2,diseño,masculino,11008,4
29,6,arquitectura,masculino,15182,2
24,5,administracion,masculino,12091,1
29,1,administracion,masculino,13198,5
28,2,medicina,femenino,13621,3
27,6,diseño,masculino,12420,5
18,2,ingenieria,masculino,12724,5
27,5,sistemas,masculino,12916,4
24,5,sistemas,femenino,12158,4
29,3,ingenieria,femenino,16985,2
27,6,ingenieria,femenino,178316,3
22,4,derecho,femenino,17122,2
21,1,sistemas,femenino,17829,1
18,3,arquitectura,masculino,17006,3
25,1,medicina,femenino,16963,1
21,1,diseño,femenino,11255,1
20,4,ingenieria,masculino,11375,4
22,3,sistemas,femenino,12674,4
29,2,medicina,masculino,12402,4
18,4,diseño,masculino,12162,5
26,1,administracion,masculino,12914,5
27,6,administracion,masculino,17192,4
29,1,arquitectura,masculino,16987,5
27,1,derecho,masculino,15178,5
27,6,arquitectura,masculino,16041,2
23,6,sistemas,femenino,14688,3
22,3,ingenieria,masculino,17246,3
30,6,diseño,masculino,178347,4
21,2,derecho,masculino,12734,2
23,4,administracion,femenino,11961,5
27,1,ingenieria,femenino,17225,5
27,6,arquitectura,femenino,14446,3
26,1,administracion,femenino,11242,4
25,3,medicina,femenino,17249,5
24,1,sistemas,femenino,17205,4
27,6,sistemas,femenino,11007,3
28,5,diseño,femenino,12071,4
30,1,administracion,masculino,14610,3
21,3,administracion,masculino,12388,4
22,6,ingenieria,masculino,12820,4
23,6,derecho,femenino,12954,5
26,4,medicina,masculino,178360,4
30,5,administracion,masculino,11476,2
29,1,medicina,femenino,12954,3
30,2,diseño,masculino,17836,1
26,4,ingenieria,masculino,13056,1
20,4,sistemas,masculino,11129,4
19,2,diseño,femenino,13058,2
26,1,sistemas,masculino,12738,4
25,1,diseño,femenino,12528,4
22,1,diseño,masculino,15825,2
28,4,derecho,femenino,11410,5
18,4,medicina,femenino,14956,2
22,5,ingenieria,femenino,16995,4
25,4,medicina,masculino,11983,3
21,2,medicina,masculino,15427,4
22,2,administracion,femenino,11324,1
25,3,diseño,masculino,12702,5
18,2,diseño,femenino,178307,4
29,3,arquitectura,femenino,12055,5
24,6,derecho,femenino,11120,5
23,3,medicina,femenino,17190,5
25,4,administracion,femenino,17253,4
24,1,sistemas,femenino,14157,1
23,4,derecho,femenino,11985,4
22,2,administracion,femenino,17824,5
29,3,diseño,femenino,11368,1
20,6,sistemas,femenino,13395,3
26,1,ingenieria,masculino,11423,1
21,3,ingenieria,femenino,17204,5
26,1,arquitectura,masculino,178343,3
19,6,sistemas,femenino,14752,3
27,3,diseño,femenino,17222,4
25,4,diseño,masculino,11387,1
28,2,ingenieria,masculino,17202,4
20,2,sistemas,femenino,11326,4
30,4,ingenieria,femenino,17833,5
25,5,ingenieria,femenino,17193,4
23,4,administracion,masculino,14730,1
22,5,medicina,masculino,11021,4
26,6,ingenieria,masculino,17824,1
26,3,arquitectura,femenino,15941,3
21,2,sistemas,femenino,17196,3
20,2,arquitectura,femenino,13775,2
24,4,medicina,masculino,15639,3
20,6,medicina,masculino,16262,3
25,2,arquitectura,masculino,11124,4
23,4,sistemas,femenino,13936,5
23,6,arquitectura,masculino,17114,5
30,1,sistemas,femenino,14366,1
28,2,arquitectura,masculino,12714,2
24,3,derecho,masculino,11602,5
30,2,ingenieria,masculino,14602,3
21,2,administracion,masculino,17245,4
30,3,diseño,masculino,17044,4
23,1,medicina,masculino,14688,5
19,6,administracion,femenino,12196,4
22,5,administracion,femenino,16250,4
30,4,arquitectura,masculino,11202,1
24,5,derecho,femenino,15933,3
28,5,diseño,femenino,16262,3
21,1,administracion,masculino,14956,5
27,5,derecho,masculino,11965,4
20,1,medicina,femenino,12370,5
25,2,arquitectura,masculino,12190,5
28,6,diseño,masculino,11985,3
24,5,arquitectura,masculino,12672,4
21,6,sistemas,masculino,17248,4
23,4,administracion,masculino,17836,3
18,5,arquitectura,femenino,13775,4
29,3,medicina,masculino,11462,4
19,3,arquitectura,femenino,12910,1
27,1,diseño,femenino,15639,5
23,5,sistemas,masculino,11985,3
25,5,medicina,masculino,178341,5
25,6,derecho,masculino,12786,5
22,4,arquitectura,femenino,11005,4
25,6,derecho,femenino,178344,4
24,4,medicina,masculino,178348,5
22,1,sistemas,femenino,14782,4
23,6,derecho,femenino,14087,5
25,2,administracion,masculino,13196,5
28,5,diseño,masculino,178334,4
18,1,derecho,femenino,11938,3
25,4,ingenieria,masculino,16963,2
18,1,ingenieria,masculino,14466,5
25,6,administracion,femenino,12093,4
30,3,ingenieria,femenino,11060,1
23,5,sistemas,femenino,12162,4
19,3,sistemas,masculino,11422,3
18,6,derecho,masculino,178310,5
22,1,medicina,masculino,17250,4
26,2,medicina,femenino,11424,5
21,5,sistemas,masculino,17108,3
29,5,administracion,masculino,12190,5
26,2,diseño,masculino,13847,4
18,4,sistemas,femenino,16990,4
30,2,derecho,femenino,12776,3
18,4,medicina,femenino,15092,2
30,6,administracion,femenino,12420,3
29,2,medicina,masculino,12670,1
23,3,sistemas,femenino,12107,3
26,5,medicina,femenino,14752,4
30,1,arquitectura,masculino,13128,3
27,5,administracion,masculino,11288,1
30,1,administracion,femenino,14586,3
29,6,administracion,femenino,12784,1
19,5,arquitectura,masculino,12698,5
28,6,derecho,masculino,11387,5
18,6,derecho,masculino,14586,1
24,4,diseño,masculino,11202,4
24,1,administracion,masculino,12091,1
30,6,arquitectura,femenino,14181,3
30,1,sistemas,masculino,178322,5
22,4,diseño,femenino,16485,5
26,1,sistemas,masculino,14181,4
29,5,medicina,masculino,12630,4
29,5,diseño,femenino,15092,5
27,4,ingenieria,femenino,11255,3
25,6,sistemas,masculino,13847,1
19,6,sistemas,masculino,17201,4
18,6,medicina,masculino,16485,4
28,1,medicina,masculino,16992,4
20,3,administracion,masculino,15266,4
28,3,diseño,femenino,178371,1
26,5,medicina,masculino,12055,3
30,6,medicina,masculino,11602,5
21,5,derecho,masculino,12101,2
29,6,administracion,femenino,11390,4
19,1,ingenieria,masculino,14956,2
25,6,arquitectura,femenino,11433,2
20,2,administracion,femenino,14860,5
22,4,arquitectura,masculino,17266,5
30,6,medicina,femenino,15853,3
22,3,ingenieria,femenino,11002,3
18,4,medicina,femenino,13499,3
28,6,derecho,femenino,15092,5
30,5,diseño,masculino,12130,4
26,4,arquitectura,masculino,12444,4
23,5,derecho,masculino,16992,5
29,6,derecho,femenino,17835,3
30,2,derecho,masculino,17114,5
28,4,arquitectura,femenino,17826,4
26,3,derecho,femenino,17135,5
20,5,sistemas,femenino,178328,3
20,2,derecho,femenino,12692,4
26,1,medicina,masculino,11419,5
21,5,diseño,masculino,11008,4
18,5,medicina,femenino,11524,4
19,5,arquitectura,masculino,17211,3
20,4,administracion,femenino,12071,5
30,5,derecho,masculino,178349,5
24,4,diseño,masculino,12162,5
28,3,arquitectura,femenino,178322,3
20,3,arquitectura,femenino,15330,3
20,2,administracion,femenino,12196,1
27,5,administracion,masculino,12698,4
26,3,administracion,masculino,11528,4
28,4,diseño,masculino,11124,4
22,1,sistemas,masculino,11524,4
20,3,ingenieria,masculino,17180,2
27,1,diseño,masculino,17188,4
24,2,diseño,femenino,14095,4
21,5,medicina,masculino,11963,4
23,2,derecho,masculino,11987,5
28,2,ingenieria,femenino,17212,5
20,3,administracion,femenino,12055,4
29,2,medicina,femenino,15266,4
24,6,diseño,femenino,11476,3
30,3,sistemas,femenino,14209,4
28,2,ingenieria,masculino,11390,3
27,1,arquitectura,masculino,12127,4
28,3,sistemas,masculino,11005,2
26,5,diseño,masculino,15761,5
30,3,medicina,masculino,13200,4
27,6,derecho,masculino,17219,1
25,6,medicina,masculino,17135,4
21,2,sistemas,masculino,178335,5
22,2,administracion,masculino,15515,2
18,4,diseño,masculino,11408,4
28,3,administracion,masculino,12704,4
23,2,sistemas,femenino,13162,5
23,1,ingenieria,masculino,11375,4
27,6,derecho,femenino,15330,4
30,1,arquitectura,femenino,14456,4
18,4,administracion,masculino,13971,5
23,6,arquitectura,masculino,12528,5
26,2,ingenieria,femenino,17135,5
28,6,diseño,femenino,17187,3
26,1,sistemas,femenino,178316,3
29,6,arquitectura,femenino,16951,4
23,4,arquitectura,femenino,12724,4
18,6,arquitectura,masculino,11002,2
24,3,administracion,masculino,13847,1
30,1,medicina,femenino,13194,2
18,4,diseño,femenino,12916,1
21,4,derecho,masculino,17252,5
26,6,diseño,femenino,12158,4
24,4,diseño,masculino,17253,4
30,6,arquitectura,femenino,13024,5
23,4,derecho,masculino,15403,2
21,2,derecho,femenino,16963,1
25,4,sistemas,masculino,13128,4
26,4,ingenieria,masculino,12706,3
30,5,ingenieria,masculino,12362,4
27,3,ingenieria,masculino,11600,5
27,5,administracion,femenino,16967,5
20,1,derecho,masculino,14366,4
26,2,sistemas,masculino,16250,4
22,1,ingenieria,femenino,17830,4
21,5,sistemas,femenino,12798,4
21,3,administracion,masculino,11424,1
22,1,arquitectura,femenino,178360,5
18,3,ingenieria,masculino,17044,1
20,4,sistemas,masculino,12704,3
28,3,sistemas,femenino,11476,2
30,3,administracion,masculino,178371,3
25,2,administracion,masculino,11120,4
24,4,arquitectura,masculino,17241,1
30,1,arquitectura,femenino,12856,4
18,3,medicina,masculino,17195,1
19,3,arquitectura,femenino,13539,3
25,2,administracion,femenino,11602,5
19,4,derecho,femenino,12702,1
26,2,diseño,femenino,17178,3
23,4,medicina,masculino,15853,5
20,3,medicina,femenino,11391,1
27,2,ingenieria,femenino,12190,3
25,6,sistemas,femenino,12158,4
20,2,administracion,femenino,12698,5
26,1,arquitectura,femenino,11419,3
20,2,administracion,femenino,13020,5
25,5,arquitectura,femenino,178354,4
24,1,administracion,masculino,17825,5
23,2,derecho,masculino,12746,3
20,4,arquitectura,masculino,12714,4
20,6,administracion,femenino,13128,5
24,6,medicina,femenino,17207,5
20,3,derecho,masculino,17206,4
24,1,administracion,masculino,11255,2
27,1,sistemas,femenino,11991,5
24,1,arquitectura,masculino,16262,4
19,1,administracion,masculino,12190,2
30,6,derecho,masculino,12706,2
27,3,ingenieria,femenino,14602,1
30,6,arquitectura,masculino,16992,3
18,1,ingenieria,femenino,11224,4
25,5,arquitectura,femenino,17204,5
21,4,medicina,femenino,17253,2
25,5,sistemas,femenino,17035,3
20,5,diseño,femenino,11987,4
30,6,administracion,masculino,11390,3
20,1,sistemas,femenino,12748,4
18,3,sistemas,femenino,13847,3
20,6,administracion,masculino,14456,3
30,2,arquitectura,masculino,11288,4
26,2,diseño,femenino,17219,4
28,1,sistemas,femenino,15092,2
23,4,diseño,femenino,13214,5
24,5,medicina,masculino,12370,5
26,6,diseño,masculino,11251,3
19,3,administracion,femenino,13936,1
29,1,ingenieria,masculino,15006,3
23,3,administracion,femenino,17141,5
25,6,derecho,masculino,178359,1
28,3,arquitectura,masculino,178311,3
24,5,medicina,femenino,17835,4
29,6,administracion,femenino,11326,5
20,3,derecho,masculino,13861,2
26,4,diseño,femenino,12618,5
29,4,diseño,femenino,14586,4
30,6,derecho,masculino,13204,3
20,6,ingenieria,masculino,12688,5
28,1,derecho,masculino,13395,2
22,6,medicina,masculino,13328,5
28,1,administracion,masculino,11658,4
25,6,arquitectura,femenino,17192,4
19,4,diseño,femenino,11000,3
24,2,arquitectura,masculino,15941,3
23,4,administracion,masculino,17252,3
25,3,administracion,masculino,178309,3
24,2,diseño,femenino,14167,4
18,3,derecho,masculino,12698,4
26,3,administracion,femenino,14782,5
26,1,derecho,masculino,13024,1
24,5,administracion,masculino,12130,1
23,5,derecho,femenino,12057,3
26,1,ingenieria,masculino,178370,4
22,1,diseño,masculino,11983,5
24,1,arquitectura,femenino,12890,3
27,1,ingenieria,masculino,16262,3
30,3,administracion,femenino,178365,5
20,5,sistemas,femenino,12702,3
20,6,administracion,masculino,12704,4
26,5,administracion,femenino,178348,4
18,3,arquitectura,masculino,11046,4
24,5,arquitectura,masculino,17828,4
27,3,medicina,masculino,12916,1
25,2,medicina,femenino,12055,5
23,3,derecho,masculino,12714,3
28,6,medicina,masculino,12107,5
26,3,medicina,masculino,178323,4
29,5,arquitectura,femenino,16984,4
29,4,administracion,femenino,178352,3
19,4,sistemas,femenino,11060,4
18,1,arquitectura,femenino,12474,5
26,5,arquitectura,masculino,17839,4
26,2,administracion,femenino,12474,5
19,3,diseño,masculino,17108,1
26,1,derecho,masculino,13395,4
28,2,arquitectura,femenino,11418,3
28,1,administracion,masculino,17195,3
25,3,ingenieria,femenino,15997,4
18,6,ingenieria,femenino,17200,2
20,5,diseño,masculino,14956,5
23,4,derecho,femenino,12800,4
23,6,diseño,masculino,17200,4
24,5,arquitectura,femenino,178338,3
18,3,ingenieria,femenino,178322,4
23,4,medicina,femenino,15082,1
30,5,administracion,femenino,178343,1
21,3,derecho,masculino,12402,5
25,5,administracion,femenino,13190,5
22,1,medicina,femenino,17044,5
24,5,sistemas,masculino,14181,1
26,6,diseño,femenino,17206,2
26,6,derecho,femenino,17141,1
26,4,medicina,femenino,178315,4
20,4,diseño,masculino,17211,2
27,2,derecho,masculino,11239,4
18,2,sistemas,masculino,12442,5
28,6,diseño,masculino,16951,3
20,6,ingenieria,masculino,17006,5
19,4,derecho,masculino,13861,4
30,1,administracion,masculino,12756,3
28,5,arquitectura,femenino,11391,5
24,4,sistemas,femenino,11415,3
22,5,ingenieria,masculino,17193,4
23,2,ingenieria,masculino,14466,3
29,6,arquitectura,masculino,12089,5
27,2,derecho,femenino,12736,5
24,3,ingenieria,masculino,17826,2
23,5,medicina,masculino,17214,3
28,4,arquitectura,femenino,11002,1
23,4,medicina,femenino,15825,2
21,6,administracion,masculino,11375,4
18,5,medicina,masculino,12402,2
18,6,sistemas,masculino,12308,4
27,1,ingenieria,femenino,14378,4
18,3,arquitectura,femenino,12764,4
28,1,diseño,masculino,11634,5
28,5,derecho,femenino,17197,4
21,3,arquitectura,masculino,15266,5
29,5,diseño,masculino,17006,4
22,6,sistemas,masculino,13190,4
30,1,administracion,femenino,178316,3
19,5,administracion,femenino,11433,4
23,4,sistemas,masculino,178352,1
21,5,diseño,masculino,14157,3
28,1,medicina,femenino,12738,5
22,3,administracion,masculino,14446,4
28,3,medicina,femenino,11021,5
25,1,diseño,femenino,11558,5
21,3,derecho,masculino,17204,3
30,4,diseño,masculino,15515,4
20,5,derecho,femenino,12988,2
19,6,medicina,masculino,14087,4
25,6,ingenieria,femenino,178345,3
29,3,derecho,masculino,17249,5
30,3,administracion,masculino,12370,4
27,2,arquitectura,masculino,14608,4
30,5,arquitectura,masculino,178363,5
22,3,sistemas,femenino,17837,4
24,2,medicina,femenino,178345,1
20,4,arquitectura,femenino,14538,5
21,3,ingenieria,masculino,11224,4
22,3,ingenieria,femenino,12130,5
24,6,arquitectura,femenino,17214,5
24,6,medicina,masculino,17108,4
24,6,medicina,masculino,17836,5
25,1,medicina,masculino,12776,4
24,2,derecho,masculino,17228,1
18,5,arquitectura,femenino,178371,4
30,5,arquitectura,femenino,17204,4
23,6,sistemas,masculino,11046,3
26,5,arquitectura,masculino,12914,4
25,5,derecho,masculino,15328,5
18,3,ingenieria,masculino,12774,5
20,5,sistemas,masculino,178367,5
24,4,arquitectura,masculino,12089,4
30,6,administracion,masculino,17207,3
29,1,ingenieria,femenino,178371,5
26,1,diseño,femenino,15511,5
27,2,medicina,masculino,12097,2
25,5,sistemas,femenino,178327,4
24,3,diseño,masculino,13222,4
24,5,ingenieria,femenino,11993,4
26,2,ingenieria,masculino,14586,3
21,3,arquitectura,femenino,11339,1
23,1,arquitectura,femenino,17254,4
22,4,sistemas,masculino,11558,4
22,3,sistemas,femenino,13621,3
19,3,administracion,masculino,11408,3
28,4,administracion,femenino,12256,3
21,1,arquitectura,femenino,178322,4
19,3,derecho,masculino,17205,3
19,1,medicina,femenino,13056,5
26,4,ingenieria,femenino,11255,3
29,2,arquitectura,femenino,11420,2
23,5,sistemas,femenino,15941,1
18,4,sistemas,masculino,11798,4
20,6,arquitectura,masculino,12474,5
23,1,administracion,masculino,11060,4
24,6,diseño,femenino,12784,3
30,2,arquitectura,masculino,12720,4
29,4,administracion,femenino,16942,5
18,4,administracion,masculino,178360,5
29,1,diseño,femenino,11985,5
23,1,medicina,femenino,14688,2
25,3,arquitectura,masculino,14446,4
19,4,diseño,femenino,17189,5
24,6,diseño,masculino,17825,2
21,4,derecho,masculino,15941,5
27,6,arquitectura,masculino,13837,5
24,3,administracion,femenino,17120,5
28,3,medicina,femenino,12736,4
19,5,administracion,masculino,13196,3
25,1,medicina,femenino,11007,5
21,4,administracion,femenino,17825,5
28,6,sistemas,masculino,11060,5
23,3,medicina,masculino,178345,2
18,2,ingenieria,masculino,13222,3
23,2,sistemas,masculino,11993,3
20,5,administracion,femenino,17255,4
30,5,administracion,femenino,16984,4
25,3,derecho,femenino,17176,4
29,5,arquitectura,femenino,178316,4
25,4,diseño,femenino,13192,5
29,6,medicina,femenino,12704,5
20,2,medicina,masculino,11408,5
20,6,administracion,masculino,11008,5
28,2,administracion,masculino,16987,1
22,4,medicina,masculino,12097,4
24,6,medicina,masculino,12728,5
18,1,medicina,femenino,178338,4
19,3,ingenieria,femenino,178307,4
28,5,diseño,femenino,12618,5
24,2,ingenieria,masculino,15254,3
27,2,administracion,femenino,12706,4
30,3,derecho,femenino,178363,4
25,3,sistemas,femenino,11390,3
22,6,ingenieria,masculino,178311,5
22,2,medicina,femenino,13196,1
19,4,administracion,femenino,17202,4
25,2,diseño,femenino,13837,4
18,2,derecho,femenino,17195,4
23,5,medicina,femenino,17167,3
26,4,administracion,femenino,178357,5
29,1,derecho,masculino,12101,2
24,5,sistemas,masculino,12618,4
24,2,ingenieria,femenino,12452,4
21,2,derecho,masculino,12162,4
27,3,administracion,femenino,16250,3
22,2,derecho,masculino,14065,4
19,6,arquitectura,masculino,11472,4
28,1,administracion,femenino,178365,2
23,4,diseño,masculino,12718,4
22,1,arquitectura,masculino,17239,4
18,5,derecho,masculino,17187,3
25,3,sistemas,masculino,17225,5
29,5,medicina,masculino,17212,5
21,1,arquitectura,femenino,11965,4
27,1,ingenieria,masculino,178343,3
23,1,administracion,masculino,178328,5
24,5,derecho,femenino,17122,4
29,2,diseño,femenino,17252,2
20,3,ingenieria,femenino,12798,5
29,3,ingenieria,femenino,17245,1
20,4,ingenieria,masculino,11408,4
28,4,medicina,masculino,13775,1
27,2,medicina,masculino,12856,5
30,6,ingenieria,femenino,12748,3
26,2,arquitectura,masculino,12694,3
21,3,diseño,masculino,14956,4
18,2,medicina,femenino,11728,3
25,6,sistemas,femenino,15639,3
24,4,sistemas,masculino,11106,4
18,5,derecho,masculino,12091,5
27,1,arquitectura,femenino,17837,2
24,5,arquitectura,femenino,14782,5
18,3,diseño,femenino,17228,5
22,4,sistemas,masculino,14860,4
26,5,administracion,masculino,16196,4
28,1,derecho,femenino,13198,5
24,1,diseño,masculino,13162,5
18,1,arquitectura,masculino,178347,4
26,1,derecho,femenino,14782,1
26,4,ingenieria,masculino,11387,5
21,5,medicina,masculino,178335,3
24,6,arquitectura,masculino,12089,5
25,6,ingenieria,femenino,16995,2
24,5,medicina,masculino,178352,4
26,5,arquitectura,masculino,11987,3
19,3,administracion,masculino,12720,5
21,6,sistemas,femenino,12910,5
28,6,sistemas,masculino,15761,4
23,3,medicina,femenino,11634,5
27,2,arquitectura,masculino,11060,5
28,2,medicina,femenino,17207,4
28,4,arquitectura,femenino,17186,4
19,3,arquitectura,masculino,17252,5
22,6,medicina,masculino,12910,4
19,6,derecho,masculino,12764,5
27,6,arquitectura,femenino,11417,4
24,6,administracion,masculino,12690,3
30,5,derecho,femenino,178342,4
26,1,arquitectura,femenino,17186,3
27,2,diseño,masculino,11423,4
21,1,administracion,femenino,178359,4
23,6,arquitectura,masculino,13200,5
23,3,sistemas,femenino,12518,2
23,1,arquitectura,masculino,15933,4
18,2,administracion,femenino,11963,5
18,5,derecho,femenino,17015,4
22,3,medicina,masculino,178334,2
18,5,medicina,masculino,12738,1
30,5,arquitectura,femenino,13194,4
24,5,diseño,femenino,16995,5
23,5,derecho,femenino,17217,4
29,5,derecho,femenino,178330,4
23,1,derecho,masculino,15761,3
28,1,diseño,femenino,14594,2
26,2,sistemas,masculino,12988,5
27,6,derecho,femenino,12474,3
22,4,derecho,femenino,17253,5
23,6,administracion,masculino,12188,3
25,1,diseño,femenino,11419,5
26,5,derecho,masculino,16951,5
29,1,derecho,masculino,12460,5
20,5,arquitectura,femenino,17197,3
27,3,ingenieria,masculino,12362,2
30,1,sistemas,femenino,12724,1
22,4,derecho,femenino,11524,5
26,1,sistemas,femenino,12758,4
29,6,administracion,masculino,17230,3
28,6,medicina,femenino,15639,5
23,4,arquitectura,masculino,17207,2
23,3,arquitectura,masculino,17208,5
23,5,ingenieria,masculino,12748,3
28,6,administracion,masculino,11690,3
27,3,derecho,masculino,14167,5
19,6,arquitectura,femenino,13847,4
23,4,ingenieria,masculino,12362,4
28,6,medicina,femenino,17167,5
28,6,medicina,femenino,12734,4
25,4,derecho,femenino,17182,3
19,2,derecho,femenino,14446,5
29,2,ingenieria,masculino,11524,5
30,6,arquitectura,masculino,15184,5
26,6,diseño,masculino,11242,5
27,5,medicina,femenino,11046,1
19,4,administracion,femenino,16987,3
18,1,medicina,masculino,11006,5
25,2,sistemas,femenino,15006,4
23,6,derecho,masculino,17228,3
30,3,administracion,masculino,12071,4
26,5,medicina,masculino,16985,3
27,2,administracion,femenino,12690,5
27,1,administracion,masculino,12674,3
23,3,arquitectura,masculino,15409,4
26,4,ingenieria,femenino,178310,4
24,3,diseño,masculino,15841,4
27,3,diseño,femenino,11006,4
23,6,administracion,femenino,15825,2
22,6,sistemas,femenino,11239,1
28,1,arquitectura,masculino,178326,4
25,6,medicina,masculino,12774,5
23,5,diseño,masculino,13204,4
21,6,diseño,femenino,17205,3
20,1,ingenieria,masculino,13751,4
20,4,administracion,femenino,17135,1
21,2,ingenieria,femenino,14978,5
27,2,derecho,femenino,178367,2
26,3,sistemas,femenino,17035,4
28,6,sistemas,masculino,11542,3
27,3,derecho,femenino,14095,3
28,1,medicina,masculino,17180,3
23,1,arquitectura,femenino,14594,5
21,6,diseño,femenino,12890,5
28,6,administracion,masculino,13837,4
29,5,administracion,femenino,12718,5
25,6,sistemas,femenino,11007,3
27,2,sistemas,masculino,12764,3
25,4,sistemas,femenino,11046,1
23,5,sistemas,masculino,11420,2
27,1,medicina,femenino,178334,2
27,1,arquitectura,femenino,15226,3
28,3,derecho,femenino,12057,4
24,1,sistemas,femenino,12756,3
21,5,administracion,femenino,11338,2
18,4,arquitectura,femenino,11008,3
29,6,administracion,masculino,17827,4
19,6,ingenieria,femenino,12618,4
24,5,medicina,masculino,11387,2
26,1,arquitectura,masculino,17209,5
18,1,derecho,masculino,15997,4
26,5,arquitectura,masculino,11368,1
27,2,administracion,femenino,17114,4
29,2,medicina,masculino,178359,1
29,1,derecho,femenino,11418,5
28,5,diseño,masculino,12728,5
28,3,derecho,masculino,17239,4
23,6,administracion,masculino,15266,3
28,2,medicina,femenino,12370,4
23,2,arquitectura,masculino,16047,3
28,3,ingenieria,femenino,17141,4
30,3,arquitectura,femenino,178366,1
19,6,arquitectura,masculino,11060,5
19,2,sistemas,femenino,12890,3
26,2,ingenieria,masculino,13058,5
19,2,diseño,masculino,11728,4
27,2,sistemas,masculino,178346,5
25,4,diseño,masculino,14466,3
22,6,administracion,femenino,12784,4
30,4,derecho,femenino,17181,5
19,3,ingenieria,femenino,12097,3
23,5,ingenieria,masculino,17212,3
28,4,arquitectura,femenino,13539,1
29,4,diseño,masculino,16178,5
23,3,arquitectura,masculino,15092,4
19,3,sistemas,femenino,11382,3
26,1,ingenieria,masculino,12460,5
18,2,medicina,masculino,178327,4
20,1,administracion,masculino,11938,4
20,5,derecho,masculino,16987,4
18,2,diseño,femenino,16275,1
30,1,medicina,masculino,12450,1
26,2,ingenieria,femenino,14181,4
